Participant,TestNumber_1,TestNumber_2,TestNumber_3,TestNumber_4,TestNumber_5,TestNumber_6,TestNumber_7,TestNumber_8,TestNumber_9,TestNumber_10,TestNumber_11,TestNumber_12,TestNumber_13,TestNumber_14,TestNumber_15,ATCint1_PM,ATCint2_PM,ATCint3_PM,ATCint4_PM,ATCint5_PM,Blank1_PM,Blank2_PM,Blank3_PM,Blank4_PM,Blank5_PM,None1_PM,None2_PM,None3_PM,None4_PM,None5_PM,ATCintM_PM,BlankM_PM,NoneM_PM,ATCint1_PM_falsealarm,ATCint2_PM_falsealarm,ATCint3_PM_falsealarm,ATCint4_PM_falsealarm,ATCint5_PM_falsealarm,Blank1_PM_falsealarm,Blank2_PM_falsealarm,Blank3_PM_falsealarm,Blank4_PM_falsealarm,Blank5_PM_falsealarm,None1_PM_falsealarm,None2_PM_falsealarm,None3_PM_falsealarm,None4_PM_falsealarm,None5_PM_falsealarm,ATCintM_PM_falsealarm,BlankM_PM_falsealarm,NoneM_PM_falsealarm,ATCint1_Accuracy2,ATCint2_Accuracy2,ATCint3_Accuracy2,ATCint4_Accuracy2,ATCint5_Accuracy2,Blank1_Accuracy2,Blank2_Accuracy2,Blank3_Accuracy2,Blank4_Accuracy2,Blank5_Accuracy2,None1_Accuracy2,None2_Accuracy2,None3_Accuracy2,None4_Accuracy2,None5_Accuracy2,ATCintM_PM_Accuracy2,BlankM_PM_Accuracy2,NoneM_PM_Accuracy2,ATCint1_PMRT,ATCint2_PMRT,ATCint3_PMRT,ATCint4_PMRT,ATCint5_PMRT,Blank1_PMRT,Blank2_PMRT,Blank3_PMRT,Blank4_PMRT,Blank5_PMRT,None1_PMRT,None2_PMRT,None3_PMRT,None4_PMRT,None5_PMRT,ATCintM_PM_reaction,BlankM_PM_reaction,NoneM_PM_reaction,ATCint1_ResTime,ATCint2_ResTime,ATCint3_ResTime,ATCint4_ResTime,ATCint5_ResTime,Blank1_ResTime,Blank2_ResTime,Blank3_ResTime,Blank4_ResTime,Blank5_ResTime,None1_ResTime,None2_ResTime,None3_ResTime,None4_ResTime,None5_ResTime,ATCintM_ResTime,BlankM_ResTime,NoneM_ResTime,ATCint1_ResTimeMisses,ATCint2_ResTimeMisses,ATCint3_ResTimeMisses,ATCint4_ResTimeMisses,ATCint5_ResTimeMisses,Blank1_ResTimeMisses,Blank2_ResTimeMisses,Blank3_ResTimeMisses,Blank4_ResTimeMisses,Blank5_ResTimeMisses,None1_ResTimeMisses,None2_ResTimeMisses,None3_ResTimeMisses,None4_ResTimeMisses,None5_ResTimeMisses,ATCintM_ResTimeMisses,BlankM_ResTimeMisses,NoneM_ResTimeMisses,ATCint1_PM_Fixed,ATCint2_PM_Fixed,ATCint3_PM_Fixed,ATCint4_PM_Fixed,ATCint5_PM_Fixed,Blank1_PM_Fixed,Blank2_PM_Fixed,Blank3_PM_Fixed,Blank4_PM_Fixed,Blank5_PM_Fixed,None1_PM_Fixed,None2_PM_Fixed,None3_PM_Fixed,None4_PM_Fixed,None5_PM_Fixed,ATCint_PM_Fixed,Blank_PM_Fixed,None_PM_Fixed,ATCint_PM_Valid,Blank_PM_Valid,None_PM_Valid,,
32,8,14,4,10,3,2,7,5,9,15,13,11,6,1,12,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1603.105282,8418.265395,0,3782.479244,635.0288289,2184.067055,0,2866.051546,1274.211659,0,645.8687158,3521.853206,0,1219.006112,9209.81498,3609.719687,2108.110087,3649.135753,4781.762339,7835.983395,3108.494754,8173.899735,3205.197244,4411.212754,18249.52687,2364.219961,2584.044338,2575.494754,1429.899735,1197.609433,1317.609433,1454.273697,1395.197244,5421.067493,6036.899735,1358.917909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,4,3,4,5,5,5,,1013.862604
33,8,5,14,10,3,1,7,11,15,9,13,2,12,4,6,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,3,2,5,0,0,0.111111111,0,0,0.222222222,0.076923077,0,0,0,0,0,0,0,0.222222222,0.020408163,0.057692308,0.040816327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5453.827853,0,4002.370203,2961.117473,0,0,0,3943.225394,0,6235.502717,2666.105176,3533.995883,3147.827853,2873.285502,3202.94807,4139.105176,5089.364055,3084.832497,4153.877038,8102.479497,4485.877038,15208.0123,3219.299171,3581.166657,11487.65982,3418.202174,6628.479497,14194.14481,7237.636603,2101.189877,1614.286875,2458.659823,1245.394796,7033.909008,7861.930592,2931.433595,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,3,2,5,5,5,5,,1013.867486
34,14,12,5,9,6,4,15,11,7,13,3,10,1,8,2,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,2,4,5,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316.533235,0,1781.443472,2308.461425,0,3036.004642,1955.637622,2942.706105,914.61967,2221.882302,5728.0585,1621.091077,2952.655575,1548.988354,2560.702449,2687.661425,5995.255977,3546.043875,15207.89561,2091.043875,2467.622997,3390.360365,3531.551187,6556.990017,1351.554515,2084.709432,1452.622997,1200.4468,943.2559775,1080.990017,979.115685,5861.572467,3383.033103,1131.286295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,2,4,5,5,5,5,,1013.859708
35,5,3,7,8,4,9,15,14,13,1,11,12,2,6,10,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0.1,0.076923077,0,0,0,0,0,0,0.04,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2115.980171,1813.004086,2372.948324,1138.820815,2149.294917,0,1568.7969,0,0,0,0,0,2266.609663,0,0,1918.009663,1568.7969,2266.609663,3211.039899,4764.035933,2547.482154,3505.326764,4585.171374,2728.721188,2405.171374,2556.48612,1825.326764,2731.721188,1460.008052,1573.514001,1185.143493,1153.482154,1120.219205,3722.611225,2449.485327,1298.473381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,5,1,1,5,5,5,,1013.868525
36,4,2,10,1,5,7,13,9,12,8,3,14,11,15,6,0,0,0,0,1,1,0,0,0,0,,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,5345.899492,3255.84981,0,0,0,0,,0,,5677.676817,0,5345.899492,3255.84981,5677.676817,5686.334906,3277.092358,4112.896561,5415.421402,4327.58739,11152.61134,4664.936307,5741.557581,6262.936307,4479.790192,1710.198727,1836.557581,1985.40153,1555.58739,1209.527772,4563.866523,6460.366345,1659.4546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,N/A,0,N/A,1,0,1,1,1,5,5,3,,1013.873758
37,4,11,3,2,12,1,7,5,14,8,10,15,6,9,13,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,3315.036257,0,0,1982.690561,1816.100193,0,0,1938.727649,2920.467201,3218.057569,1691.142817,3970.546913,0,2118.690561,1966.265153,2371.27567,2692.417473,2436.661361,5961.919457,2941.674785,4683.408801,3702.882369,3425.435648,10198.92499,5811.983393,2907.919457,5294.047328,2786.573761,2593.047328,1878.983393,4109.350401,2153.350401,1359.270688,4143.064212,5399.889786,2418.800442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,3,3,4,5,5,5,,1013.877664
38,15,5,3,14,9,7,10,2,4,6,13,12,8,11,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124.653809,2292.517165,3594.898746,1717.396721,1740.998939,0,4337.135583,2366.525265,1994.513115,0,0,0,2224.657859,2516.01514,2682.36661,2609.793226,2370.336499,10626.28843,12820.18824,5347.918997,5175.312729,6260.300579,3679.786403,3694.180135,2679.039441,3158.69026,1968.288428,1067.67406,1170.67406,1484.312729,2351.557666,1110.300579,8046.001794,3035.996933,1436.903819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,4,4,2,5,5,5,,1013.875506
39,4,13,8,7,12,5,1,11,14,10,9,15,3,6,2,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,3,3,2,0,0.090909091,0,0,0,0,0,0,0,0,0,0.090909091,0,0.125,0,0.020408163,0,0.040816327,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3617.39111,0,1708.518403,3332.645696,0,905.1093175,3487.172964,0,1908.454756,0,2097.282037,0,2101.118427,0,0,2886.185069,2100.245679,2099.200232,4221.5365,15208.22726,4284.727439,4240.372891,4117.727439,7264.372891,6526.909269,4867.209281,6836.418317,3511.5365,1436.945586,2241.682013,3437.209281,2466.309244,1497.972915,6414.518305,5801.289251,2216.023808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,3,3,2,5,5,5,,1013.881817
4,5,15,8,13,2,6,11,12,7,10,14,1,3,4,9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258.104499,3964.356018,4800.812884,1808.73998,1510.972057,3123.978133,3121.091134,0,3015.269749,3368.812884,2221.18348,6323.488461,1661.01823,6428.164038,0,2868.597088,3157.287975,4158.463552,15208.01337,5243.866345,4785.866345,7932.469019,3996.290403,4438.177403,7326.628192,4003.382749,2733.647634,3552.277038,2243.647634,4343.290403,2684.469019,2443.157961,2006.190768,7433.301096,4410.822603,2744.151157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,5,4,4,5,5,5,,1013.867558
40,10,6,3,9,14,4,8,12,11,13,5,2,7,1,15,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2081.993913,2896.115426,2810.181153,1698.368393,3136.5178,2097.938126,1761.854446,0,2840.462013,2715.302666,3820.087533,1773.88234,853.7887197,3864.52774,2371.664721,2459.193096,2605.5178,12166.54184,6243.94614,15208.1773,9458.227,5261.86246,8065.76884,4143.338573,4151.77878,2288.264833,1831.535753,2223.94614,1891.824627,1732.442133,3620.86246,1111.77878,9667.750948,4096.137356,2116.170828,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,5,5,5,5,,1013.878487
41,13,2,14,10,9,7,11,3,15,1,6,5,8,4,12,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,4,1,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1435.493658,0,0,0,0,1310.637773,0,4312.752291,3119.991191,1601.51339,0,0,0,0,2205.503524,1435.493658,2586.223661,2205.503524,15186.90134,4356.174771,4979.269556,13530.29915,4443.284355,3990.542988,3460.657505,2784.657505,4369.284355,3142.299154,1570.02079,1395.164905,2111.269556,1454.76709,2084.677238,8499.185835,3549.488302,1723.179916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,4,1,5,5,5,,1013.875617
42,8,15,4,11,5,7,1,2,3,10,13,14,6,12,9,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,3,4,1,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0.020408163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,669.1863713,795.7574952,0,1641.78343,1867.084766,0,843.6762107,1479.78343,1088.212306,0,0,0,-397.9818111,0,1035.575765,1319.689178,-397.9818111,5455.049737,2474.809364,2726.319525,2542.554284,4000.60054,2359.687437,2291.131021,2838.748401,2320.131021,3004.962839,10993.80936,1075.559897,1093.687437,2488.748401,1537.406423,3439.86669,2562.932144,3437.842304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,3,4,1,5,5,5,,1013.87246
43,1,14,7,6,9,3,15,5,11,2,13,8,10,4,12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512.486474,1815.40539,1415.87386,1219.504491,2628.846835,6162.225213,1601.864852,2753.963952,2147.648634,6764.729717,3028.369356,2671.099087,0,2686.486474,2166.828818,1918.42341,3886.086474,2638.195934,2743.405397,4945.072061,4508.567557,1970.315305,2604.882876,2670.513506,7809.18017,2353.38738,2607.567557,3178.540532,1831.540532,1142.91891,1131.774767,1182.91891,1507.513506,3354.448639,3723.837829,1359.333325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,5,4,5,5,5,,1013.873874
44,9,12,4,7,2,14,6,11,15,8,13,3,10,1,5,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.1547933,0,2440.497458,2729.979412,801.2225856,2575.812128,0,2720.174692,2192.114997,1840.744336,760.0751999,3466.369971,0,3826.772331,729.6647425,1661.713562,2332.211538,2195.720561,7374.397967,7957.740632,6312.680937,3589.800327,4660.55345,2218.545352,2556.593246,3873.800327,4436.043501,4279.310276,5399.680937,1534.123094,13329.95581,1431.123094,1584.740632,5979.034662,3472.858541,4655.924713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,4,4,4,5,5,5,,1013.872513
45,7,14,8,12,15,10,2,3,4,13,6,1,11,9,5,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.1,0,0,0.111111111,0,0,0,0,0,0,0,0.020833333,0.019230769,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2108.402825,0,0,0,1607.432039,0,0,2108.402825,1607.432039,3337.297764,2228.297764,3840.824167,15208.07022,4468.911809,1955.911809,2091.999451,2182.695515,1930.824167,11227.58428,2086.753943,1848.180908,1365.742148,1644.999451,1317.514058,5816.680346,3877.803045,1652.638102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N/A,0,0,0,1,0,0,0,1,0,0,1,1,5,4,5,,1013.871348
46,9,7,6,14,8,11,5,15,2,4,1,3,13,10,12,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175.40646,2241.061889,0,2378.156666,2685.156666,1970.475539,0,2221.200047,1730.225746,2629.544619,3113.863492,2782.424142,2814.570317,9988.380762,2264.875005,2151.7645,4265.756666,8593.397619,4931.906047,3756.009666,15208.06024,2466.397619,4451.845809,2714.25946,4473.113285,2279.630555,2383.854651,1491.690793,2393.906047,1445.113285,2308.77673,1282.009666,6991.154238,3260.540752,1784.299305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,3,4,5,5,5,5,,1013.870683
47,10,14,3,9,4,13,2,8,5,7,6,12,15,1,11,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8028.97296,0,0,0,0,5050.97296,0,0,2556.982224,0,0,8028.97296,3803.977592,17474.67001,5460.550827,6425.798448,18720.88107,6265.963696,12166.45869,4287.798448,6359.082875,3814.2664,11556.88107,3786.725088,11152.58713,1682.156235,2103.477467,3250.963696,10869.57281,7636.897497,4395.181923,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,5,5,5,,1013.871557
48,14,6,11,8,4,7,9,1,2,3,5,12,10,13,15,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,3,4,0.125,0,0,0.111111111,0,0,0,0,0,0.090909091,0,0,0,0.222222222,0.076923077,0.040816327,0.020408163,0.057692308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3550.445593,2691.876646,2460.3077,0,0,2797.011705,2142.767466,3493.66112,0,1375.819221,0,2900.876646,2452.314878,4924.638076,6295.095008,21291.16377,2881.824891,14269.63524,3086.612198,1846.258779,3514.853603,2501.258779,2973.962784,2780.612198,1873.609364,1433.47714,1516.853603,1442.095008,9932.471397,2784.589229,1809.329463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,3,4,5,5,5,,1013.864941
49,11,1,3,8,7,14,13,5,9,10,6,4,15,12,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5925.239491,0,3123.31488,0,2545.628626,3421.942372,0,0,0,0,0,0,3507.477847,4524.277185,2983.785499,3507.477847,4125.180728,2954.305999,2539.900237,12367.69958,3894.921304,13634.82485,2816.753898,2800.954559,3173.180728,7207.067643,1383.067643,1170.456779,1097.251677,1209.456779,2095.954559,5176.401569,5926.556335,1391.237487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2,2,1,5,5,5,,1013.870288
5,9,12,8,4,15,13,3,14,6,1,11,2,5,7,10,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,827.5580445,936.3513666,0,1704.474312,2949.815065,1452.267634,0,0,2011.68099,1629.155819,2003.412839,0,1660.630647,0,1222.384756,1604.549697,1697.701481,1628.809414,3717.452052,2929.709073,2442.926881,2387.35719,3908.491265,2963.491265,2850.832018,17384.70907,9223.111299,2097.111299,1310.820888,1261.502395,1180.926881,1139.65873,1220.463182,3077.187292,6903.850991,1222.674415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,4,3,3,5,5,5,,1013.865925
50,11,1,15,10,6,7,8,14,5,9,2,4,13,3,12,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2687.908104,0,2253.562698,1231.446266,1820.733455,0,4148.253509,0,0,0,1793.253509,0,1643.351834,1801.486374,2057.639023,2984.493482,1746.030572,2890.006429,4435.548484,13318.52648,5948.413943,5684.777456,5431.006429,5406.875781,12008.56659,3116.544591,3432.737348,4298.777456,4176.181078,8041.181078,4687.548484,1240.893889,6455.454559,5879.146148,4488.916397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,3,2,3,5,5,5,,1013.865459
51,15,9,14,8,4,12,10,2,7,6,5,13,11,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095.900406,0,1908.078347,1903.021403,2892.256288,2770.402203,2645.772301,9035.683331,4226.199344,2843.989377,2809.409311,2868.836354,4580.345258,4274.128183,2274.740275,2199.814111,4304.409311,3361.491876,2898.882596,2535.149508,3723.149508,15208.18505,2583.786518,4673.690439,1861.359475,2090.786518,1726.882596,1731.7616,1616.697547,1173.277613,1266.448445,1909.174426,1304.690439,5389.830636,2416.896125,1454.057694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,,1013.879003
52,9,1,7,5,13,2,4,6,11,10,15,3,8,14,12,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274.204717,2720.865155,0,928.5255935,4608.294888,1609.363938,2885.374498,0,2531.605204,3438.294888,844.6848145,3183.995131,0,1883.695374,290.5150336,2382.972588,2616.159632,1550.722588,5933.106421,20277.40049,15208.05037,4932.987006,4848.496348,4707.74574,3282.965886,3123.225837,5211.337127,4212.93664,2811.796105,2076.987006,2107.225837,1858.85703,3233.106421,10240.00813,4107.642246,2417.59448,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,4,4,4,5,5,5,,1013.870024
53,2,10,15,4,9,5,6,14,7,8,13,12,3,11,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,3,3,2,0,0,0,0,0,0.083333333,0,0,0,0,0,0.090909091,0,0,0,0,0.020833333,0.020408163,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8625.411545,4472.939776,2672.090968,0,2081.902448,2479.279487,0,2476.656526,0,0,3377.732122,0,2249.184757,5256.814096,2345.946154,2813.45844,2279.581871,2731.129236,3137.2431,2963.412486,7995.111042,3810.808659,5753.2431,7026.808659,5135.563677,2603.412486,1360.317756,1776.110102,1396.223966,1595.582812,6802.581871,3821.295547,4865.967316,2586.163301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,3,3,2,5,5,5,,1013.867942
54,2,13,11,8,1,10,5,7,9,3,15,6,12,4,14,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364.588992,2198.978616,2812.048811,0,3987.635789,2557.217684,3182.490315,3400.635789,4148.292962,136.0956085,1735.002014,2796.194285,6697.66427,6714.415037,0,2840.813052,2684.946472,4485.818902,2723.630706,3340.874857,2268.404872,2101.363157,3026.846376,3525.236,2945.945052,2777.311278,3635.311278,4877.015248,1526.53203,1411.893173,1736.874857,2383.015248,1804.945052,2692.223994,3552.163771,1772.652072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,4,5,4,5,5,5,,1013.877925
55,12,13,5,15,10,1,14,2,11,6,4,9,3,8,7,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,3,4,5,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2660.276199,2452.672743,1270.776156,2300.620994,0,2786.138229,1449.707214,1150.931318,1481.965789,3231.345141,3191.189979,3113.845097,2976.017538,2127.908366,1921.849439,2798.872709,2523.120951,2406.655378,1931.396804,5001.638186,2182.241555,3562.741598,2823.638186,2619.845011,3881.310583,1902.72432,1762.051922,1232.103672,1522.741598,1071.845011,1065.103672,2809.010575,2958.05194,1330.769175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,3,4,5,5,5,5,,1013.879309
56,2,4,15,6,5,14,12,11,7,1,3,8,9,10,13,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2973.003209,4043.870954,4277.348373,0,1635.422566,2135.974178,1692.719337,2119.064501,1904.377404,1889.512889,3936.603213,2375.751599,1573.899985,2461.064501,2500.722568,3232.411275,1948.329662,2569.608373,4581.409665,6266.680637,2550.545151,11870.56128,16222.09032,2681.170956,4337.887084,2379.470958,1983.409665,2139.083863,3670.680637,1256.903215,1570.545151,1090.903215,1525.874184,8298.257412,2704.204505,1822.98128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,,1013.880645
57,11,12,14,10,2,6,4,5,7,1,3,8,9,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6540.209383,7380.571694,8605.209383,18612.8052,15207.97906,23318.90123,14194.11379,20277.30542,6525.556676,16221.84433,10208.0387,18249.57487,11152.51798,17235.7096,7404.898048,11269.35494,16107.54429,12850.14784,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,,1013.865271
58,9,1,7,6,3,2,5,14,11,12,10,4,8,15,13,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,5,4,4,0.3,0,0,0,0,0,0,0.125,0,0.333333333,0,0.090909091,0,0,0.076923077,0.06122449,0.081632653,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7188.096662,3634.931962,3698.254834,2827.767262,6008.887523,7687.179012,3677.945017,0,3146.577706,7328.691439,2944.615617,3986.052223,12004.84961,0,3548.223451,4671.587648,5460.098294,5620.935226,8095.678384,3572.039167,10099.03917,8737.792117,15208.19608,6007.324128,5170.045695,11086.59603,8305.56465,11010.19081,3119.241778,14194.31634,4981.671856,16582.67838,5059.56465,9142.548984,8315.944264,8787.494603,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,5,4,4,5,5,5,,1013.879739
